pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec
13.85870316,,2457233.747451,0.126,4936.0,0.71181,4.64236,207.3497402,-12.2849182
13.8636,2.55,2457219.87496,0.1361,,0.686,,207.3497402,-12.2849182
13.86383,2.5,2457233.73917,,,0.68,,207.3497402,-12.2849182
13.864,,2457219.875,0.1147,4936.0,0.71181,4.64236,207.3497402,-12.2849182
13.86375,2.592,2457275.32992,,5010.0,0.713,4.6,207.3497402,-12.2849182
13.86368,2.558,2457233.73861,,4868.0,0.71,4.53,207.3497402,-12.2849182
13.86391,2.52419159,2457219.8744,,4877.0,0.692198,4.51,207.3497402,-12.2849182
13.86375,2.592,2457275.32992,,5010.0,0.713,,207.3497402,-12.2849182
5.351403,1.22263837,2457067.96909,,5741.0,0.922706,4.36,59.8903081,21.2985263
5.35161,2.09,2457067.9666,,5788.0,1.17,4.224,59.8903081,21.2985263
5.3518,1.82,2457100.0768,,5775.0,1.25,,59.8903081,21.2985263
5.35185,1.41,2457062.6117,0.01184,,1.275,,59.8903081,21.2985263
5.35232,1.184,2457067.9628,,5832.0,0.884,4.43,59.8903081,21.2985263
5.35117,1.9,2457067.9704,,5730.0,1.23,4.15,59.8903081,21.2985263
5.3518,1.82,2457100.0768,,5775.0,1.25,4.25,59.8903081,21.2985263
5.817608,10.42437,2457392.88605,,5627.0,1.047,4.4,19.4493823,6.8688469
5.817649,12.55,2457392.88665,0.8378,,1.288,,19.4493823,6.8688469
5.817685,12.14,2457398.70433,,5660.0,1.24,4.27,19.4493823,6.8688469
5.8176015,,2457893.20124,,5627.0,1.047,4.4,19.4493823,6.8688469
5.8176452,11.6459,2460231.88252,0.9178,5633.4,1.22,4.27,19.4493823,6.8688469
5.817681,12.5,2457398.70435,,,1.33,,19.4493823,6.8688469
11.390955,10.71,2457140.32404,1.6232,,0.854,,127.882912,11.922255
11.391432,11.1,2457151.71321,,,0.9,,127.882912,11.922255
11.39109,10.558878,2457174.49729,,5027.0,0.828,4.481,127.882912,11.922255
11.391,,2457140.324,1.3265,4913.0,0.875936,4.46161,127.882912,11.922255
11.391013,10.67,2457151.71493,,5044.0,0.84,4.54,127.882912,11.922255
11.39096852897,11.19847412,2458495.842899,1.63377658,5027.0,0.875936,4.51935,127.882912,11.922255
11.390931,10.59248676,2457687.08869,1.361,4899.0,0.832,4.534,127.882912,11.922255
11.3909311,10.44677001,2457664.30683,0.01352,4920.0,0.824,4.542,127.882912,11.922255
11.3909344,10.88,2457151.7149031,,5039.0,0.87,4.51,127.882912,11.922255
11.38576954,,2457151.722525,1.47,4913.0,0.875936,4.46161,127.882912,11.922255
20.272,,2457157.159,1.4508,5742.0,0.85554,4.58473,126.5535002,12.281851
20.2730282,10.4386,2460238.657358,1.7182,5742.0,0.86,4.58473,126.5535002,12.281851
20.272602,11.5,2457157.15806,,,0.86,,126.5535002,12.281851
20.2729914,11.80305668,2457522.07014,1.603,5870.0,0.855,4.538,126.5535002,12.281851
20.272615,12.06,2457157.15804,,5657.0,0.88,4.53,126.5535002,12.281851
20.272992,,2458495.17449,,,,,126.5535002,12.281851
20.27285,11.55,2457157.1572,1.7257,,0.831,,126.5535002,12.281851
20.2729861,,2457522.07056,,5560.0,0.881,4.461,126.5535002,12.281851
20.273034,12.498035,2457157.15701,,5560.0,0.881,4.461,126.5535002,12.281851
20.27362337,,2457157.155216,1.666,5742.0,0.85554,4.58473,126.5535002,12.281851
20.273017,,2459245.2759,,5657.0,0.88,4.53,126.5535002,12.281851
4.654879,,2457422.1782,,4348.35,0.6694,,336.1523363,-11.5793181
4.655335,0.71889232,2456979.94962,,4547.0,0.687426,4.64,336.1523363,-11.5793181
4.6556782,0.814,2456979.949,0.0129,4264.0,0.66,,336.1523363,-11.5793181
4.655411,0.69,2456979.948,,4348.35,0.6694,,336.1523363,-11.5793181
1.29160335703,2.45117748,2459230.014002,0.1566796,3689.0,0.514745,4.72452,133.8557342,10.4692176
1.291626,,2457142.770271,0.146,3689.0,0.514745,4.72452,133.8557342,10.4692176
1.2916,2.03,2457142.77452,,3778.0,0.51,4.75,133.8557342,10.4692176
1.291651,2.1,2457142.77376,,,0.52,,133.8557342,10.4692176
1.291563,2.03,2457138.90021,,3676.0,0.513,4.747,133.8557342,10.4692176
1.291505,1.96,2457142.776,,3842.12,0.491598,,133.8557342,10.4692176
1.291605,1.74,2457140.19095,0.1817,,0.4,,133.8557342,10.4692176
1.292,,2457140.193,0.1317,3689.0,0.514745,4.72452,133.8557342,10.4692176
5.443984,2.1,2457143.56578,,,0.52,,133.8557342,10.4692176
5.44425,1.94,2457138.1222,,3676.0,0.513,4.747,133.8557342,10.4692176
5.44482,2.03,2457143.56,,3842.12,0.491598,,133.8557342,10.4692176
5.44425,1.75,2457143.5638,0.1686,,0.4,,133.8557342,10.4692176
5.444017,2.06,2457143.5663,,3778.0,0.51,4.75,133.8557342,10.4692176
50.9254,2.48,2457160.4701,0.1193,,0.702,,132.1268608,15.6558964
50.92092,2.54,2457160.473,,4726.29,0.734626,,132.1268608,15.6558964
7.728578,2.29,2457148.826,,4752.8,0.679343,,132.0098683,16.9017663
7.72651124,,2457148.831548,0.087,4525.0,0.739177,4.55183,132.0098683,16.9017663
7.7285,2.16,2457141.0984,0.1233,,0.589,,132.0098683,16.9017663
7.727574,2.6,2457148.83071,,,0.71,,132.0098683,16.9017663
7.727283,2.53,2457148.83106,,4740.0,0.71,4.62,132.0098683,16.9017663
7.728,,2457141.099,0.0791,4525.0,0.739177,4.55183,132.0098683,16.9017663
8.28176,2.72,2456815.3743,,6177.0,1.31,4.28,173.1919022,2.2446794
8.28212,2.33,2456815.3734,0.042,5800.0,1.01,,173.1919022,2.2446794
8.28192,2.48,2456815.3732,0.0481,,1.084,,173.1919022,2.2446794
8.2824161,2.14,2456815.371,0.0453,5615.0,0.92,,173.1919022,2.2446794
8.282455,2.18823473,2456815.37005,,5663.0,1.005112,4.3,173.1919022,2.2446794
8.28246,2.44,2456815.3701,,5672.0,1.117,,173.1919022,2.2446794
5.185759,7.64369371,2457143.56048,,4695.0,0.686484,4.68,126.9366624,17.5793267
5.185743,7.7,2457143.56054,,,0.71,,126.9366624,17.5793267
5.185758,7.44,2457143.56048,1.3112,,0.637,,126.9366624,17.5793267
5.185738,7.16,2457143.5607,,4526.0,0.675,4.63,126.9366624,17.5793267
5.185754,9.12,2457143.561,,4471.38,0.768,,126.9366624,17.5793267
5.185972,,2457143.560971,1.263,4664.8,0.649127,4.68264,126.9366624,17.5793267
5.185768,7.50399,2460255.017005,1.3002,4664.8,0.65,4.68,126.9366624,17.5793267
5.1857539,7.52,2457143.5605812,,4690.0,0.67,4.63,126.9366624,17.5793267
5.1857532,,2458092.553641,,4471.38,0.768,,126.9366624,17.5793267
5.186,,2457143.561,1.0779,4664.8,0.649127,4.68264,126.9366624,17.5793267
5.185761,7.5,2457143.56042,,4551.0,0.68,4.63,126.9366624,17.5793267
2.2193023,1.16,2457141.8300469,,4009.0,0.59,4.69,126.4762179,20.3593384
2.219315,1.22,2457139.60981,,3903.0,0.612,4.677,126.4762179,20.3593384
2.219405,1.28,2457144.048,,3993.36,0.590802,,126.4762179,20.3593384
2.21944122,,2457144.048053,0.04,3807.0,0.613895,4.63951,126.4762179,20.3593384
2.219282,1.21,2457144.05009,,4027.0,0.6,4.68,126.4762179,20.3593384
2.219,,2457141.831,0.038,3807.0,0.613895,4.63951,126.4762179,20.3593384
2.219225,1.3,2457144.05114,,,0.63,,126.4762179,20.3593384
2.219368,1.17,2457141.82963,0.0432,,0.532,,126.4762179,20.3593384
30.954222,2.5,2458107.10848,0.1496,4040.0,0.598,4.671,134.4441404,21.4532748
30.9542,2.66,2457116.53953,,3880.0,0.592,4.686,134.4441404,21.4532748
30.96028326,,2457147.486657,0.202,3856.0,0.609039,4.64359,134.4441404,21.4532748
30.953,,2457147.496,0.1646,3856.0,0.609039,4.64359,134.4441404,21.4532748
30.956763,2.65,2457147.492,,4075.67,0.571015,,134.4441404,21.4532748
30.952606,3.0,2457147.49591,,,0.64,,134.4441404,21.4532748
30.954,3.07,2457147.4926,0.2117,,0.637,,134.4441404,21.4532748
30.951524,2.76,2457147.49734,,4035.0,0.59,4.69,134.4441404,21.4532748
6.413766,3.03,2457142.18031,,3560.0,0.41,4.85,133.6410515,23.1329509
6.413539,2.64,2457142.183,,3560.7,0.344292,,133.6410515,23.1329509
6.41362,2.36,2457142.18149,0.553,,0.299,,133.6410515,23.1329509
6.414,,2457142.181,0.4643,3471.0,0.4094,4.81805,133.6410515,23.1329509
6.414008,2.9,2458097.81383,0.4614,3620.0,0.394,4.863,133.6410515,23.1329509
6.413718,2.6,2457142.18061,,,0.35,,133.6410515,23.1329509
6.413651,2.9,2457142.18106,,3570.0,0.388,4.858,133.6410515,23.1329509
21.750264,2.18,2457243.088,,3654.47,0.402049,,204.1418754,-14.9478195
7.38711,1.92,2457223.7942,0.0882,,0.625,,203.5467021,-13.5769705
7.38795716,,2457231.17884,0.077,4259.0,0.668695,4.61109,203.5467021,-13.5769705
7.385655,1.97,2457223.79921,,4339.0,0.65,4.66,203.5467021,-13.5769705
7.385453,2.0,2457223.79994,,,0.66,,203.5467021,-13.5769705
7.387066,1.79540442,2457223.79409,,4396.0,0.588892,4.73,203.5467021,-13.5769705
7.387073,1.84,2457223.794,,4367.83,0.62115,,203.5467021,-13.5769705
7.387,,2457223.798,0.0858,4259.0,0.668695,4.61109,203.5467021,-13.5769705
3.588163,8.37,2457223.92588,,4575.0,0.66,4.65,207.0782895,-11.5889878
3.588158,9.1,2457223.92593,,,0.75,,207.0782895,-11.5889878
3.588165,8.66,2457223.926,,4387.84,0.676994,,207.0782895,-11.5889878
3.5868547125,11.43763082,2460776.225269,1.38097583,5036.0,0.980071,4.37983,207.0782895,-11.5889878
3.588,,2457220.338,1.2649,5036.0,0.980071,4.37983,207.0782895,-11.5889878
3.588162,12.72,2457220.33788,1.512,,0.982,,207.0782895,-11.5889878
5.67556,1.117,2457221.4503,0.0332,,0.578,,204.4376666,-8.5970858
5.675819,1.42,2457255.503,,4469.51,0.777569,,204.4376666,-8.5970858
5.675814,1.20312295,2457221.44809,,4621.0,0.650657,4.7,204.4376666,-8.5970858
8.23981,0.661,2457302.0501,0.0858,,0.215,,289.1485491,-25.6463233
8.239493,1.04,2457335.009,,3459.09,0.36001,,289.1485491,-25.6463233
40.0603,2.7,2456812.5259,,5727.0,1.09,4.33,170.1554763,2.5027534
39.91488,1.89,2456812.525,0.058,5698.0,0.78,,170.1554763,2.5027534
40.062771,2.29,2456812.522,0.0565,5508.0,0.88,,170.1554763,2.5027534
2.494161,1.06180894,2457303.20027,,4528.0,0.64361,4.62,290.2705419,-19.6908744
2.494206,1.22,2457303.2,0.0304,,0.663,,290.2705419,-19.6908744
2.49412,1.25,2457340.612,,4356.47,0.744261,,290.2705419,-19.6908744
0.369,1.651,,,5200.0,0.744,4.62,182.751404,-9.7652392
0.369311,1.76156914,2457582.93557,,5113.0,0.765322,4.5,182.751404,-9.7652392
0.3693038,1.81,2457582.936,,5200.0,0.81,4.62,182.751404,-9.7652392
0.36930571984,2.13418186,2459280.989488,0.07556536,5129.0,0.755722,4.61786,182.751404,-9.7652392
0.369311,1.5,2457605.09575,,5200.0,0.81,4.6,182.751404,-9.7652392
0.36931,1.7,2457582.9355,0.04,5245.0,0.75,4.61,182.751404,-9.7652392
0.3693038,1.69,2457582.936,,5120.0,0.7595,,182.751404,-9.7652392
,14.5717,,,,3.85,,182.1662666,-8.7472172
9.173866,6.86473931,2457590.16961,,5035.0,2.162531,3.8,182.1662666,-8.7472172
9.1720535,9.02881,2459562.250418,0.058,4933.0,3.79,4.438,182.1662666,-8.7472172
9.172616,,2458434.0306,,4840.0,3.85,3.297,182.1662666,-8.7472172
9.1751,14.5717,2457590.1491,,4840.0,3.85,3.297,182.1662666,-8.7472172
9.1708,12.206601,2457608.5289,,4878.0,4.11,3.35,182.1662666,-8.7472172
3.07133,1.34,2457821.315,,3655.0,0.455,,70.1493775,25.0098135
3.0712,1.31,2457821.3168,0.071,3655.0,0.47,,70.1493775,25.0098135
4.8682,1.48,2457823.7656,0.098,3655.0,0.47,,70.1493775,25.0098135
4.86784,1.603,2457823.7686,,3655.0,0.455,,70.1493775,25.0098135
11.0234,2.02,2457826.1739,0.19,3655.0,0.47,,70.1493775,25.0098135
11.0248821,2.46843,2460251.64402,0.1943,3798.0,0.46,4.77,70.1493775,25.0098135
11.02454,2.003,2457826.1709,,3655.0,0.455,,70.1493775,25.0098135
26.5841,1.73,2457837.8657,0.0987,3655.0,0.455,,70.1493775,25.0098135
7.9757,1.05,2457825.7295,,4359.0,0.723,4.537,67.4128615,22.8825674
7.9752,1.014,2457817.7563,,4500.0,0.677,4.68,67.4128615,22.8825674
7.975292,0.99,2457817.75631,,4499.0,0.66,4.66,67.4128615,22.8825674
17.30681,3.14,2457830.02487,,4359.0,0.723,4.537,67.4128615,22.8825674
17.307137,2.91,2457812.7177,,4499.0,0.66,4.66,67.4128615,22.8825674
17.30713,3.0,2457812.7177,,4500.0,0.677,4.68,67.4128615,22.8825674
17.3077,3.03,2457830.0235,,4364.0,0.71,4.63,67.4128615,22.8825674
17.307013,,2457864.6389,,4364.0,0.71,4.63,67.4128615,22.8825674
17.3070631,3.7275,2460253.01276,0.1909,4230.6,0.77,4.48,67.4128615,22.8825674
25.575065,1.45,2457780.81164,,4499.0,0.66,4.66,67.4128615,22.8825674
25.575,1.565,2457780.8117,,4500.0,0.677,4.68,67.4128615,22.8825674
25.5715,1.55,2457831.961,,4359.0,0.723,4.537,67.4128615,22.8825674
0.179715,0.89,2457583.0242,,3492.0,0.442,4.815,186.870426,-6.1952168
0.179719,0.64,2457639.27571,,3697.0,0.29,5.0,186.870426,-6.1952168
2.35309,1.51,2457773.31683,,5356.3,0.863,4.54,348.9490311,-10.8497391
2.35321,1.49,2457740.3713,,5283.0,0.839,4.538,348.9490311,-10.8497391
2.35322,1.57,2457773.317,,5378.0,0.86,4.59,348.9490311,-10.8497391
3.56015,2.26,2457740.321,,5283.0,0.839,4.538,348.9490311,-10.8497391
3.55987,2.52,2457740.3223,,5378.0,0.86,4.59,348.9490311,-10.8497391
3.56004,2.299,2457740.32182,,5356.3,0.863,4.54,348.9490311,-10.8497391
5.40484,2.46,2457743.1569,,5283.0,0.839,4.538,348.9490311,-10.8497391
5.40478,2.66,2457743.1607,,5378.0,0.86,4.59,348.9490311,-10.8497391
5.40479,2.39,2457743.15989,,5356.3,0.863,4.54,348.9490311,-10.8497391
8.26146,3.39,2457740.64558,,5356.3,0.863,4.54,348.9490311,-10.8497391
8.26144,3.29,2457740.6451,,5378.0,0.86,4.59,348.9490311,-10.8497391
8.2616616,3.30997,2460219.144796,0.1343,5281.0,0.86,4.53,348.9490311,-10.8497391
8.26147,3.11,2457740.6451,,5283.0,0.839,4.538,348.9490311,-10.8497391
12.75759,2.81,2457738.7019,,5378.0,0.86,4.59,348.9490311,-10.8497391
12.75758,2.904,2457738.70235,,5356.3,0.863,4.54,348.9490311,-10.8497391
12.75758,2.73,2457738.7018,,5283.0,0.839,4.538,348.9490311,-10.8497391
41.96797,3.013,2457773.86156,,5356.3,0.863,4.54,348.9490311,-10.8497391
41.96645,3.18,2457773.8541,,5283.0,0.839,4.538,348.9490311,-10.8497391
28.380619,9.11,2457325.8175,,5370.0,0.88,4.54,289.066707,-17.9107147
28.38236,9.056872,2457325.81714,,5340.0,0.862,4.5,289.066707,-17.9107147
28.382206,9.5,2457325.81687,,,0.93,,289.066707,-17.9107147
28.38246,9.62,2457325.81726,1.1093,,0.913,,289.066707,-17.9107147
28.382071,9.26802368,2457325.81728,,5425.0,0.872288,4.66,289.066707,-17.9107147
8.3688168,6.65,2456811.447,1.18,3879.0,0.56,,178.0568745,2.5941222
8.36779,8.51,2456811.45284,1.226,,0.708,,178.0568745,2.5941222
8.36926,4.48,2456811.4453,,3866.0,0.386,4.891,178.0568745,2.5941222
8.368791,7.49,2456811.447,,3970.42,0.623332,,178.0568745,2.5941222
8.36802,4.81,2456811.4513,0.943,3789.0,0.45,,178.0568745,2.5941222
6.56918,12.25,2457588.2851,1.28,5705.0,0.99,4.45,188.1373172,-9.6076115
6.569188,13.56286665,2457588.28509,1.557,5585.0,1.06,4.4,188.1373172,-9.6076115
6.569213,13.04635343,2457588.28503,,5637.0,1.047599,4.33,188.1373172,-9.6076115
6.5693,12.273855,2457588.2838,,5654.0,0.987,4.452,188.1373172,-9.6076115
6.5692045,,2457732.80773,,5654.0,0.987,4.452,188.1373172,-9.6076115
0.28,1.493,,,4599.0,0.6862,4.62,350.9170464,-1.1891827
0.2803226,1.54,2457738.4654,,4373.0,0.674,4.584,350.9170464,-1.1891827
0.2803246,1.64829,2460232.513071,0.0507,4477.0,0.72,4.56,350.9170464,-1.1891827
0.2803244,1.51,2457744.0716,,4570.0,0.681,,350.9170464,-1.1891827
0.2803244,1.51,2457744.0716,,4599.0,0.681,4.62,350.9170464,-1.1891827
7.7485,7.0,2457751.1546,,4570.0,0.681,,350.9170464,-1.1891827
7.7485,7.0,2457751.1546,,4599.0,0.681,4.62,350.9170464,-1.1891827
2.644259,1.38,2457142.002608,0.3274,,0.225,,130.0266951,19.0923416
2.644661,2.15,2457144.64233,,3398.0,0.33,4.92,130.0266951,19.0923416
2.64484,1.83,2457144.641,,3359.0,0.325729,4.8983,130.0266951,19.0923416
2.645,,2457141.999,0.2365,3359.0,0.325729,4.8983,130.0266951,19.0923416
2.644845,10.7,2457144.64143,,,0.5,,130.0266951,19.0923416
2.6446,2.05,2458204.5902,,3385.0,0.33,,130.0266951,19.0923416
2.6698,2.25,2458300.4345,,3385.0,0.35,4.906,130.0266951,19.0923416
2.644646,2.2,2457139.35327,,3385.0,0.35,4.906,130.0266951,19.0923416
2.643528,1.47,2457142.00628,0.386,,0.226,,130.0266951,19.0923416
4.00498,2.19,2458204.1316,,3385.0,0.33,,130.0266951,19.0923416
3.9663,2.59,2458299.6019,,3385.0,0.35,4.906,130.0266951,19.0923416
0.961917,1.38,2457301.94616,,3672.0,0.554,4.72,293.8330329,-28.498475
0.961916,0.82,2457301.94672,0.0654,,0.311,,293.8330329,-28.498475
0.961918,0.73,2457327.91683,,3775.0,0.31,5.0,293.8330329,-28.498475
0.961939,1.47286006,2457343.30907,0.0545,3690.0,0.578,4.665,293.8330329,-28.498475
4.38395,1.33,2457390.05956,,4079.0,0.632,4.653,14.5176494,-0.193258
4.38393,0.701,2457394.4473,0.0324,,0.371,,14.5176494,-0.193258
6.9226,1.73,2457387.72777,,4079.0,0.632,4.653,14.5176494,-0.193258
6.92251,0.9,2457394.6522,0.0537,,0.371,,14.5176494,-0.193258
9.75833,0.88,2457396.0988,0.0504,,0.371,,14.5176494,-0.193258
9.7579,1.64,2457386.34305,,4079.0,0.632,4.653,14.5176494,-0.193258
11.332,1.64,2457388.33834,,3745.0,0.568,4.707,9.8217519,7.2769939
11.81004,3.08,2456811.8513,0.1329,,0.8,,178.1105741,4.2546649
11.808398,3.1,2456811.857,0.14,4992.0,0.76,,178.1105741,4.2546649
11.8104,2.48,2456811.8509,0.121,5131.0,0.68,,178.1105741,4.2546649
11.8097,2.84,2456811.8509,,5314.0,0.78,4.571,178.1105741,4.2546649
10.59357,2.0,2457391.96158,,3499.0,0.436,4.822,18.3443908,8.9874328
10.59366,1.71,2457402.5547,0.21,,0.36,,18.3443908,8.9874328
3.835476,1.49,2457395.23735,,3695.0,0.45,4.8,19.3047733,9.5012663
3.835376,1.5,2457395.23812,,,0.45,,19.3047733,9.5012663
3.83553,1.054,2457395.2382,0.0983,,0.321,,19.3047733,9.5012663
3.835592,1.35,2457391.40166,,3585.0,0.429,4.82,19.3047733,9.5012663
32.6527,2.81,2457575.96234,,3940.0,0.631,4.657,181.6324078,-5.8274311
32.6479,2.29,2457608.6222,0.159,4044.0,0.61,4.67,181.6324078,-5.8274311
7.51554,2.0,2457580.91718,,3720.0,0.495,4.761,183.8088709,2.0208765
7.51574,2.0,2457588.427,0.129,3845.0,0.53,4.73,183.8088709,2.0208765
3.67626,1.99,2457585.0533,0.11,4097.0,0.63,4.65,189.0015173,-2.6696217
3.67635,2.23,2457581.37866,,3978.0,0.649,4.645,189.0015173,-2.6696217
7.95486,2.07,2457584.3376,0.11,4097.0,0.63,4.65,189.0015173,-2.6696217
7.95478,2.1,2457576.38098,,3978.0,0.649,4.645,189.0015173,-2.6696217
6.342,1.8,,0.068,4258.0,0.58,4.6,65.469614,21.3532633
6.34365,1.55,2457818.7153,,3919.0,0.526,4.732,65.469614,21.3532633
13.85402,1.95,2457814.5643,,3919.0,0.526,4.732,65.469614,21.3532633
13.853487,,2457994.66467,,3919.0,0.526,4.732,65.469614,21.3532633
13.85,2.6,,0.103,4258.0,0.58,4.6,65.469614,21.3532633
13.85327454047,2.2098839,2459476.992391,0.10681331,3893.47,0.655766,4.58272,65.469614,21.3532633
40.718,1.9,,0.074,4258.0,0.58,4.6,65.469614,21.3532633
40.6835,1.64,2457782.8324,,3919.0,0.526,4.732,65.469614,21.3532633
0.813149,1.14414279,2457583.14093,,4460.0,0.615543,4.68,182.699673,-6.2943552
0.813143,1.1,2457641.67248,,4460.0,0.62,4.7,182.699673,-6.2943552
0.81314,1.15,2457583.1427,0.029,4597.0,0.66,4.62,182.699673,-6.2943552
0.365257,1.05548088,2457582.82389,,5456.0,0.875749,4.55,183.7514959,-5.7820178
0.365261,1.0,2457638.7224,,5456.0,0.88,4.5,183.7514959,-5.7820178
0.3652575,0.935,2457582.822,0.0099,5334.0,0.86,4.45,183.7514959,-5.7820178
10.062106,2.63456976,2457590.48173,,5489.0,0.892097,4.46,179.9397081,-5.7216879
10.06049,2.64,2457590.4834,0.07,5503.0,0.95,4.45,179.9397081,-5.7216879
5.90279,1.28,2457583.8828,0.015,5503.0,0.95,4.45,179.9397081,-5.7216879
12.42205,2.26,2457586.5082,0.065,5425.0,0.83,4.56,180.5408896,-3.5809053
12.421078,2.20753881,2457586.51467,,5419.0,0.829915,4.57,180.5408896,-3.5809053
7.61856,1.96,2456811.6876,,4800.0,0.67,4.629,175.0972238,4.5574311
7.62117,1.87,2456811.6773,0.1041,,0.544,,175.0972238,4.5574311
7.6196574,2.39,2456811.684,0.0953,4620.0,0.71,,175.0972238,4.5574311
7.6188,2.02,2456811.6871,,4742.0,0.66,4.51,175.0972238,4.5574311
7.62067,2.13,2456811.6802,,4761.0,0.64,,175.0972238,4.5574311
19.07536,2.14,2456809.4854,,4761.0,0.64,,175.0972238,4.5574311
19.07454,2.58,2456828.562,0.111,4620.0,0.71,,175.0972238,4.5574311
19.0702,1.84,2456828.5663,0.1065,,0.544,,175.0972238,4.5574311
19.07863,2.54,2456809.48,,4742.0,0.66,4.51,175.0972238,4.5574311
19.077,2.19,2456809.4835,,4800.0,0.67,4.629,175.0972238,4.5574311
3.705871,3.17824034,2457585.66638,,5649.0,0.913754,4.61,184.0545174,-3.5530888
9.283188,6.11721229,2457587.84755,,4972.0,2.568173,3.63,183.7938491,-3.4956913
9.457747,1.48630496,2457583.90887,,4885.0,0.725626,4.71,186.0383865,-1.111479
9.45889,1.44,2457583.9076,0.02669,4842.0,0.69,4.63,186.0383865,-1.111479
6.673117,2.46610713,2457582.84838,,4937.0,0.762201,4.71,182.3292517,-0.5393421
17.355681,1.81,2456816.737,0.0243,5894.0,1.06,,171.933659,-0.0628488
17.3678,1.93,2456816.7303,0.0211,,1.27,,171.933659,-0.0628488
17.355066,3.24925008,2456816.73696,,5791.0,2.196069,3.81,171.933659,-0.0628488
2.354992,1.27443657,2457584.48273,,5185.0,0.803827,4.46,184.9004881,0.968327
4.382745,1.55409035,2457584.21311,,5185.0,0.803827,4.46,184.9004881,0.968327
14.101361,2.64809498,2457586.7581,,5185.0,0.803827,4.46,184.9004881,0.968327
14.06660140645,3.19087767,2459560.41257,0.1450825,5141.67,0.837606,4.53051,184.9004881,0.968327
8.527219,1.82322896,2457586.76683,,5922.0,1.196219,4.24,185.1880932,2.2823788
8.52695,2.19,2457586.7635,0.016,5960.0,1.61,4.09,185.1880932,2.2823788
9.9785275,2.34,2456979.9385,0.0203,5908.0,1.499,3.88,336.5761233,-18.011665
9.978541,2.36509493,2457299.2465,0.0206,6310.0,1.499,4.122,336.5761233,-18.011665
9.975403,2.13,2456979.941,0.0275,6063.0,1.18,,336.5761233,-18.011665
9.977481,2.8191657,2456979.93678,,5908.0,1.829853,3.88,336.5761233,-18.011665
9.9783319274,2.05153324,2459085.39112,0.01792248,6073.5,1.47131,4.1,336.5761233,-18.011665
9.97748,2.3,2456979.9368,,6011.0,1.494,,336.5761233,-18.011665
9.97857,2.2642141,2457349.1397,0.0201,6141.0,1.46,4.236,336.5761233,-18.011665
15.8523,2.19,2456990.8928,0.0532,,0.904,,333.1100738,-16.3418863
15.853989,2.14446231,2456990.88774,,5554.0,0.874211,4.46,333.1100738,-16.3418863
15.85412,2.34,2456990.887,0.0598,5495.0,0.88,,333.1100738,-16.3418863
15.8523,1.86,2456975.03774,,5502.7,0.83,,333.1100738,-16.3418863
6.380803,1.27328671,2456982.00971,,5548.0,0.919053,4.56,337.0442461,-14.5993376
6.38092,1.341,2456982.0095,0.01604,,0.981,,337.0442461,-14.5993376
6.37961,1.41,2456982.017,0.0239,5347.0,0.83,,337.0442461,-14.5993376
17.9654,1.53,2456817.9525,,4102.0,0.478,4.798,178.3296746,6.4123178
17.96832,1.78,2456817.9472,0.0915,,0.556,,178.3296746,6.4123178
17.969079,1.94750799,2456817.94377,,4382.0,0.600869,4.71,178.3296746,6.4123178
17.96753,2.23,2456817.9462,0.099,4320.0,0.66,,178.3296746,6.4123178
17.969029,2.03,2456817.944,,4118.41,0.626014,,178.3296746,6.4123178
17.968216,2.15,2456817.945,0.0962,4151.0,0.63,,178.3296746,6.4123178
7.5734,1.62,2456978.6141,0.0197,,1.0849,,335.4506923,-14.5933554
7.5767206,1.5,2456986.184,0.0196,5749.0,0.98,,335.4506923,-14.5933554
7.576544,1.41817537,2456986.18553,,5748.0,0.981614,4.34,335.4506923,-14.5933554
12.400047,1.8017647,2456985.66694,,5748.0,0.981614,4.34,335.4506923,-14.5933554
12.3988,2.01,2456985.6641,0.0311,,1.0849,,335.4506923,-14.5933554
12.400731,1.92,2456985.665,0.032,5749.0,0.98,,335.4506923,-14.5933554
5.6228,3.71,2456979.4938,0.0219,,2.378,,332.3407712,-13.4288624
5.6315915,1.23,2456979.452,0.0217,5032.0,0.77,,332.3407712,-13.4288624
5.628466,2.68657205,2456979.46712,,5250.0,1.717458,3.95,332.3407712,-13.4288624
14.317001,1.8,2456982.295,0.0364,5449.0,0.86,,335.3081368,-12.5569819
14.3181,1.69,2456982.2891,0.0375,,0.824,,335.3081368,-12.5569819
14.316941,1.66608079,2456982.29487,,5569.0,0.868889,4.61,335.3081368,-12.5569819
29.6245,3.02,2456993.541,0.1302,,0.824,,335.3081368,-12.5569819
29.62682,3.20569097,2456993.53984,,5569.0,0.868889,4.61,335.3081368,-12.5569819
29.626,,2456993.5402,,5547.0,0.857949,4.56104,335.3081368,-12.5569819
29.626402,3.41,2456993.54,0.131,5449.0,0.86,,335.3081368,-12.5569819
5.868699,1.60826194,2457067.14113,,5580.0,0.843154,4.52,60.3752402,15.6251296
5.86639571,,2457067.152409,0.02,5573.35,1.00118,4.42959,60.3752402,15.6251296
19.564,2.59,2457083.7793,,4581.0,0.673,4.645,60.7929729,16.347166
19.56204579364,3.28708684,2459450.83655,0.13978149,4246.8,0.758892,4.5,60.7929729,16.347166
19.56325,2.59,2457083.779,,4246.81,0.758892,4.49725,60.7929729,16.347166
