pl_orbper,pl_rade,pl_tranmid,pl_trandep,st_teff,st_rad,st_logg,ra,dec
19.562307,2.6,2457083.77917,,4455.0,0.676,4.625,60.7929729,16.347166
19.562743,2.49179901,2457064.21606,,4500.0,0.63908,4.62,60.7929729,16.347166
19.56236,2.78,2457064.2158,0.15,,0.669,,60.7929729,16.347166
19.5661401,,2457064.206931,0.135,4246.81,0.758892,4.49725,60.7929729,16.347166
9.525988,2.03803688,2457073.27684,,5909.0,1.420038,4.11,52.5035514,17.5841081
5.32944,1.55,2457066.783,0.026,,0.911,,58.2691796,17.9069486
5.329439,1.49090097,2457066.78593,,5428.0,0.86416,4.63,58.2691796,17.9069486
14.155185,2.1162048,2457070.08022,,6063.0,1.213565,4.38,55.2296156,20.7360891
8.74809,3.83,2457070.33654,0.1449,,0.938,,52.8888524,22.4348186
8.75470797754,3.54381082,2459451.225412,0.15276749,5888.0,0.889347,4.57,52.8888524,22.4348186
8.747818,3.55790985,2457070.33656,,5525.0,0.887267,4.55,52.8888524,22.4348186
5.17110937,,2457066.587598,0.121,5071.98,0.709349,4.66474,58.7967878,23.7567524
5.17222,2.12,2457066.58058,0.0964,,0.639,,58.7967878,23.7567524
5.172191,2.51267885,2457066.5803,,5015.0,0.768067,4.63,58.7967878,23.7567524
32.94171,1.4,2456836.17194,0.3098,,0.249,,172.560141,7.5878315
32.94112,2.461,2456836.17187,,3449.0,0.468,4.6,172.560141,7.5878315
32.947328,2.17,2456836.171,0.311,3440.0,0.36,,172.560141,7.5878315
32.9418,2.28,2456836.1719,,3496.0,0.4,4.858,172.560141,7.5878315
32.93737167947,2.53362939,2459537.250096,0.31921429,3464.0,0.444516,4.7864,172.560141,7.5878315
32.939623,2.37,2457264.39144,,3457.0,0.411,,172.560141,7.5878315
32.940045,2.61,2457725.551189,,3457.0,0.4445,,172.560141,7.5878315
32.93963,2.38,2457264.39157,,3457.0,0.411,,172.560141,7.5878315
32.94488,2.24,2456836.1849,0.285,3503.0,0.394,,172.560141,7.5878315
32.92801934,,2456836.179795,0.354,3464.0,0.444516,4.7864,172.560141,7.5878315
32.939614,2.279,2457264.39144,,3457.0,0.411,,172.560141,7.5878315
8.86638,2.51,2457143.3922,0.1189,,0.6867,,126.4643579,10.246577
8.866,,2457143.397,0.1028,5368.0,0.697439,4.71954,126.4643579,10.246577
8.867259,4.4,2457143.35797,,,0.65,,126.4643579,10.246577
8.8665,2.24179614,2457143.39,0.12,5110.0,0.69,4.3,126.4643579,10.246577
8.865932,2.41012773,2457143.3955,,5263.0,0.681111,4.7,126.4643579,10.246577
8.8656511,2.52,2457143.3959512,,5306.0,0.72,4.57,126.4643579,10.246577
8.86528860869,4.28539694,2459235.706758,0.16999442,5368.0,0.697439,4.71954,126.4643579,10.246577
8.867209,2.31,2457143.38934,,5358.0,0.72,4.58,126.4643579,10.246577
8.8656,2.13,2457143.3945,,5166.0,0.638,4.63,126.4643579,10.246577
8.865663,2.46597575,2457489.1566,0.0987,5365.0,0.719,4.591,126.4643579,10.246577
6.894252,2.70624391,2457143.79355,,5609.0,0.999244,4.46,127.5541103,10.9101444
6.894287,2.8,2457143.79266,,,1.11,,127.5541103,10.9101444
6.8941,2.69,2457143.7948,,5528.0,1.06,4.35,127.5541103,10.9101444
6.893,,2457143.799,0.0585,5573.0,1.05734,4.38219,127.5541103,10.9101444
6.893813,2.83587212,2457778.0262,0.0618,5520.0,1.04,4.413,127.5541103,10.9101444
6.89442,3.17,2457143.7935,0.0828,,1.071,,127.5541103,10.9101444
6.89424037,,2457143.794763,0.046,5573.0,1.05734,4.38219,127.5541103,10.9101444
6.894256,2.84,2457143.79263,,5608.0,1.07,4.38,127.5541103,10.9101444
4.73730765,,2457145.93966,0.115,5180.6,0.790862,4.58536,130.180046,10.9829509
4.736893,2.86,2457141.20525,0.1178,,0.822,,130.180046,10.9829509
4.7369696,2.71257333,2457652.79755,0.0988,5128.0,0.789,4.56,130.180046,10.9829509
4.736834,2.9,2457141.2063,,,0.82,,130.180046,10.9829509
4.736837,2.76,2457141.20626,,5165.0,0.8,4.58,130.180046,10.9829509
4.736884,2.76720668,2457141.20585,,5159.0,0.790138,4.59,130.180046,10.9829509
4.737,,2457141.205,0.0977,5180.6,0.790862,4.58536,130.180046,10.9829509
4.7369683,2.69,2457719.11517,,5170.0,0.793,4.61,130.180046,10.9829509
4.7369729,2.7,2457145.9420111,,5181.0,0.8,4.56,130.180046,10.9829509
4.7369669,2.93924,2460277.077587,0.1238,5069.2,0.79,4.46,130.180046,10.9829509
0.469285,1.1,2457196.91237,,5482.0,0.87,4.6,125.007177,14.0194586
0.469269,2.59929571,2457140.60339,,5482.0,0.873283,4.6,125.007177,14.0194586
0.469287,1.46,2457139.6618,0.02152,,0.984,,125.007177,14.0194586
10.792635,2.87,2457147.7745,,5519.0,0.97,4.43,125.007177,14.0194586
10.7930529,,2457147.773653,0.068,5436.47,0.968558,4.44354,125.007177,14.0194586
10.792,,2457147.782,0.0523,5436.47,0.968558,4.44354,125.007177,14.0194586
10.792613,2.7,2457147.77498,,,0.92,,125.007177,14.0194586
10.787992,2.3,2457212.47321,,5482.0,0.87,4.6,125.007177,14.0194586
10.79274,3.45,2457147.7772,0.0901,,0.984,,125.007177,14.0194586
10.793471,2.51134498,2457147.77491,,5482.0,0.873283,4.6,125.007177,14.0194586
22.631964,2.86,2457144.15064,,5519.0,0.97,4.43,125.007177,14.0194586
22.6302,5.2,2457144.1526,0.0947,,0.984,,125.007177,14.0194586
22.634594,17.4,2457144.14393,,,0.92,,125.007177,14.0194586
22.620344,2.3,2457212.0276,,5482.0,0.87,4.6,125.007177,14.0194586
22.629496,2.54112738,2457144.15519,,5482.0,0.873283,4.6,125.007177,14.0194586
16.9780102,1.47,2457148.5253369,,5245.0,0.75,4.62,129.1405227,14.4618826
16.995731,1.55,2457148.49905,,5220.0,0.78,4.59,129.1405227,14.4618826
16.995848,1.6,2457148.49866,,,0.79,,129.1405227,14.4618826
16.994,,2457148.501,0.0315,5237.31,0.767142,4.61771,129.1405227,14.4618826
16.99291698,,2457148.500501,0.037,5237.31,0.767142,4.61771,129.1405227,14.4618826
16.993435,1.53786409,2457148.50076,,5252.0,0.764371,4.63,129.1405227,14.4618826
16.996,1.4,2457148.4966,0.0265,,0.816,,129.1405227,14.4618826
10.6161,1.19,2457144.7353,0.0162,,0.891,,130.2596625,14.6902225
10.616646,1.31284773,2457144.73705,,5722.0,0.914349,4.58,130.2596625,14.6902225
10.616384,1.15,2457144.727092,,5788.0,0.94,4.48,130.2596625,14.6902225
52.713494,2.39,2457159.157391,,5788.0,0.94,4.48,130.2596625,14.6902225
52.714072,2.79551948,2457159.15811,,,,,130.2596625,14.6902225
52.7099,2.48,2457159.1568,0.0757,,0.891,,130.2596625,14.6902225
41.4661,3.45,2457154.847,0.098,,1.0574,,135.3350487,18.8252879
41.474219,3.17207779,2457154.8454,,5784.0,0.98083,4.45,135.3350487,18.8252879
0.773981,1.3833597,2457141.09349,,5477.0,0.894913,4.62,132.5235618,23.1924709
0.77401,1.2,2457184.43637,,5438.0,0.83,4.6,132.5235618,23.1924709
0.773987,1.5,2457140.318,0.0237,,0.919,,132.5235618,23.1924709
0.77392,1.3,2457142.64378,,5484.0,0.92,4.5,132.5235618,23.1924709
2.871512,1.4,2457144.63842,,5438.0,0.83,4.6,132.5235618,23.1924709
2.87162,1.9,2457141.7708,0.039,,0.919,,132.5235618,23.1924709
2.871788,1.70058746,2457141.76377,,5477.0,0.894913,4.62,132.5235618,23.1924709
2.872042,1.8,2457141.7568,,5484.0,0.92,4.5,132.5235618,23.1924709
2.871348,1.8,2457141.7649,,,0.96,,132.5235618,23.1924709
7.14921,3.17,2457146.3261,,5484.0,0.92,4.5,132.5235618,23.1924709
7.149079,3.22104537,2457146.32854,,5477.0,0.894913,4.62,132.5235618,23.1924709
7.149336,3.4,2457146.32652,,,0.96,,132.5235618,23.1924709
7.14998,3.51,2457146.3213,0.1224,,0.919,,132.5235618,23.1924709
7.15451552,,2457146.313282,0.097,5374.67,0.92027,4.47872,132.5235618,23.1924709
7.149584,2.4,2457203.52085,,5438.0,0.83,4.6,132.5235618,23.1924709
7.15,,2457146.322,0.1068,5374.67,0.92027,4.47872,132.5235618,23.1924709
13.608341,2.25541631,2457141.47225,,5477.0,0.894913,4.62,132.5235618,23.1924709
13.608511,2.5,2457155.08449,,,0.96,,132.5235618,23.1924709
13.609878,2.38,2457155.08541,,5484.0,0.92,4.5,132.5235618,23.1924709
13.60496,2.69,2457141.4772,0.0748,,0.919,,132.5235618,23.1924709
13.606629,1.9,2457155.08495,,5438.0,0.83,4.6,132.5235618,23.1924709
1.742169,1.35,2457140.47617,,5977.0,1.19,4.31,129.8137008,23.3574367
1.742983,1.25908622,2457142.21335,,5982.0,1.109202,4.36,129.8137008,23.3574367
7.8092052,2.70889,2459550.096564,0.048,5906.9,1.22,4.3,129.8137008,23.3574367
7.81110453,,2457144.859822,0.034,5906.9,1.21722,4.29671,129.8137008,23.3574367
7.807595,2.62511304,2457144.86605,,5982.0,1.109202,4.36,129.8137008,23.3574367
7.810253,2.83,2457144.85447,,5977.0,1.19,4.31,129.8137008,23.3574367
7.809,,2457144.86,0.042,5906.9,1.21722,4.29671,129.8137008,23.3574367
7.809757,2.9,2457144.85632,,,1.19,,129.8137008,23.3574367
7.80905,2.79,2457144.8589,0.052,,1.181,,129.8137008,23.3574367
5.1763,1.51234354,2457253.20439,,5503.0,0.862285,4.61,203.6214411,-15.0365158
2.58819,1.587,2457219.5578,0.03,,0.882,,203.6214411,-15.0365158
2.588309,1.52,2457222.1435,,5519.0,0.87,4.53,203.6214411,-15.0365158
2.58812,1.403,2457222.1466,,5442.0,0.879,4.51,203.6214411,-15.0365158
6.67934,2.48429818,2457223.4181,,5503.0,0.862285,4.61,203.6214411,-15.0365158
6.67913,2.58,2457223.4198,0.0784,,0.882,,203.6214411,-15.0365158
6.67773603,,2457230.104786,0.066,5468.0,0.866405,4.54308,203.6214411,-15.0365158
6.67932,2.31,2457223.4182,,5442.0,0.879,4.51,203.6214411,-15.0365158
6.679195,2.5,2457223.41768,,5519.0,0.87,4.53,203.6214411,-15.0365158
6.679,,2457223.42,0.0655,5468.0,0.866405,4.54308,203.6214411,-15.0365158
6.679224,2.6,2457223.41757,,,0.88,,203.6214411,-15.0365158
7.9194,7.74,2456813.3837,,5430.0,0.86,4.63,174.9602543,0.603596
7.91952,8.2,2456813.38319,,5748.0,1.01,4.43,174.9602543,0.603596
7.919454,6.67,2456813.38374,0.6673,,0.823,,174.9602543,0.603596
7.91951,,,,5250.0,0.881,4.5,174.9602543,0.603596
7.9222,7.0,2456860.9023,,5322.0,0.82,4.51,174.9602543,0.603596
7.9177855286,6.59307857,2459554.042178,0.61503984,5322.0,0.840476,4.5528,174.9602543,0.603596
7.91943,7.11,2456813.3836,,5519.0,0.81,,174.9602543,0.603596
7.919454,7.23,2456813.38345,,5230.0,0.88,4.52,174.9602543,0.603596
7.921101,7.46,2456813.3767,,5390.0,0.913,4.493,174.9602543,0.603596
7.9194,7.74,2456813.3837,,5430.0,0.86,4.63,174.9602543,0.603596
7.920994,7.34,2456813.37624,,5345.0,0.914,4.394,174.9602543,0.603596
7.9194979,7.46,2456813.383,0.665,5368.0,0.84,,174.9602543,0.603596
7.919493,6.751484,2456813.38334,,5391.0,0.833805,4.6,174.9602543,0.603596
7.91952314,,2456829.222276,0.667,5322.0,0.840476,4.5528,174.9602543,0.603596
7.920978,,2456932.195,,5430.0,0.86,4.63,174.9602543,0.603596
7.9222,7.0,2456860.9023,,5322.0,0.82,4.51,174.9602543,0.603596
11.90691,4.31,2456817.2764,,5519.0,0.81,,174.9602543,0.603596
11.9066,,,,5250.0,0.881,4.5,174.9602543,0.603596
23.81486,4.1,2456817.27527,0.2325,,0.823,,174.9602543,0.603596
11.907625,4.05161714,2456817.27514,,5391.0,0.833805,4.6,174.9602543,0.603596
12.0028,4.37,,,5345.0,0.914,4.394,174.9602543,0.603596
11.90715,4.86,2456817.2755,,5430.0,0.86,4.63,174.9602543,0.603596
11.8993,4.1,2456853.0007,,5322.0,0.82,4.51,174.9602543,0.603596
11.90727,4.51,2456817.2755,,5390.0,0.913,4.493,174.9602543,0.603596
11.90715,4.86,2456817.2755,,5430.0,0.86,4.63,174.9602543,0.603596
11.90724,4.93,2456817.27545,,5748.0,1.01,4.43,174.9602543,0.603596
11.90767,4.43,2456817.275,0.234,5368.0,0.84,,174.9602543,0.603596
11.8993,4.1,2456853.0007,,5322.0,0.82,4.51,174.9602543,0.603596
11.90701,4.21,2456817.2759,,5230.0,0.88,4.52,174.9602543,0.603596
2.50856,1.14,2456808.9207,,5430.0,0.86,4.63,174.9602543,0.603596
2.50856,1.14,2456808.9207,,5430.0,0.86,4.63,174.9602543,0.603596
2.508283,1.15876577,2456811.43072,,5391.0,0.833805,4.6,174.9602543,0.603596
2.5081,1.11,2456854.0726,,5322.0,0.82,4.51,174.9602543,0.603596
2.5081,1.11,2456854.0726,,5322.0,0.82,4.51,174.9602543,0.603596
2.5084894,1.26,2456811.428,0.019,5368.0,0.84,,174.9602543,0.603596
2.50858,1.22,2456811.4284,,5748.0,1.01,4.43,174.9602543,0.603596
10.099,,2457224.771,0.0179,5605.6,0.980624,4.45114,205.3630485,-13.1608686
10.1016,0.91,2457224.7587,0.00731,,1.0,,205.3630485,-13.1608686
10.098858,1.35673729,2457224.76792,,5631.0,0.912206,4.38,205.3630485,-13.1608686
21.574023,1.09308317,2457228.69256,,5631.0,0.912206,4.38,205.3630485,-13.1608686
2.85794855,,2457225.278695,0.026,5012.0,0.891502,4.45795,201.6391407,-12.8066737
2.858,,2457219.561,0.0275,5012.0,0.891502,4.45795,201.6391407,-12.8066737
2.85847,1.63,2457219.5594,0.0308,,0.8988,,201.6391407,-12.8066737
2.858646,1.57889322,2457219.55703,,5176.0,0.839696,4.57,201.6391407,-12.8066737
4.163221,1.57477412,2457220.44241,,5252.0,0.828268,4.49,206.5823122,-11.5563527
4.16328,1.47,2457220.4418,0.0318,,0.791,,206.5823122,-11.5563527
4.162817,1.52,2457220.444,,5222.0,0.81,4.57,206.5823122,-11.5563527
4.163,,2457220.44,0.0245,5163.0,0.825553,4.54609,206.5823122,-11.5563527
14.786747,3.3,2457224.26149,,,0.83,,205.2371043,-11.0093342
14.787207,4.01454158,2457224.25906,,5623.0,0.95685,4.46,205.2371043,-11.0093342
14.786889,3.95,2457224.26116,,5817.0,0.98,4.46,205.2371043,-11.0093342
14.786,,2457224.262,0.1334,5576.0,0.982083,4.44677,205.2371043,-11.0093342
14.78708,4.18,2457224.2595,0.1692,,1.0085,,205.2371043,-11.0093342
39.699,,2457243.008,0.0614,6212.0,1.31129,4.28185,204.6089755,-8.9271609
39.7268,3.63,2457242.9988,0.0741,,1.312,,204.6089755,-8.9271609
39.721386,3.64229858,2457243.00697,,5979.0,1.281115,4.21,204.6089755,-8.9271609
15.852975,3.13,2457225.04563,,5713.0,0.99,4.42,199.8315191,-8.5095364
15.852989,3.0,2457225.04544,,,0.95,,199.8315191,-8.5095364
15.85388,3.29,2457225.0446,0.1118,,0.948,,199.8315191,-8.5095364
15.854,,2457225.044,0.0902,5750.93,0.993569,4.45651,199.8315191,-8.5095364
15.853543,2.94026258,2457225.04598,,5712.0,0.906367,4.55,199.8315191,-8.5095364
28.4707,2.68,2457243.0235,0.0747,,0.948,,199.8315191,-8.5095364
28.482786,2.57581891,2457243.00895,,5712.0,0.906367,4.55,199.8315191,-8.5095364
48.324222,3.59970536,2457227.89072,,6045.0,1.538801,4.08,200.4562487,-8.4717104
8.357881,2.56,2457218.18248,,5667.0,0.93,4.5,202.3934779,-7.3739779
8.357954,2.5015294,2457218.18296,,5675.0,0.910305,4.58,202.3934779,-7.3739779
8.357441,2.5,2457218.18632,,,0.96,,202.3934779,-7.3739779
8.35470947,,2457226.553418,0.055,5627.0,0.923,4.50636,202.3934779,-7.3739779
8.358,,2457218.187,0.0515,5627.0,0.923,4.50636,202.3934779,-7.3739779
17.043,,2457221.61,0.1737,5183.84,0.781501,4.5962,198.8436817,-6.4649888
17.043179,4.11850271,2457221.61179,,5262.0,0.778475,4.63,198.8436817,-6.4649888
17.0428683,4.189,2457204.5687,,5212.9,0.757,,198.8436817,-6.4649888
17.04354,4.28,2457221.61111,0.2737,,0.801,,198.8436817,-6.4649888
17.042849,,2457784.02605,,5262.0,0.778475,4.63,198.8436817,-6.4649888
3.3596055,1.423,2457215.032,,5212.9,0.757,,198.8436817,-6.4649888
3.359,,2457218.397,0.018,5183.84,0.781501,4.5962,198.8436817,-6.4649888
7.4500372,,2457824.48087,,5262.0,0.778475,4.63,198.8436817,-6.4649888
7.4500177,2.438,2457213.5759,,5212.9,0.757,,198.8436817,-6.4649888
7.45,,2457221.023,0.0681,5183.84,0.781501,4.5962,198.8436817,-6.4649888
7.44976,2.82,2457221.02659,0.1082,,0.801,,198.8436817,-6.4649888
3.225,,2457218.739,0.058,4550.0,0.701485,4.60155,208.9014508,-6.1360833
3.225338,1.87,2457221.96346,,4648.0,0.68,4.64,208.9014508,-6.1360833
3.2253993,1.73,2457218.73733,,4491.0,0.682,,208.9014508,-6.1360833
3.225286,1.74,2457221.9649,,4507.0,0.68,4.6,208.9014508,-6.1360833
,3.17053923,2460777.441897,0.21167297,4550.0,0.701485,4.60155,208.9014508,-6.1360833
3.225423,1.88203097,2457218.73787,,4681.0,0.667422,4.69,208.9014508,-6.1360833
3.225369,1.593,2457218.73785,0.0726,,0.582,,208.9014508,-6.1360833
3.225349,1.9,2457221.96412,,,0.7,,208.9014508,-6.1360833
7.374,,2457222.93,0.1431,4550.0,0.701485,4.60155,208.9014508,-6.1360833
7.37442,2.67,2457222.93118,,4507.0,0.68,4.6,208.9014508,-6.1360833
7.374689,3.0,2457222.93038,,,0.7,,208.9014508,-6.1360833
7.37426,2.45,2457222.93279,0.1739,,0.582,,208.9014508,-6.1360833
7.3744828,,2457687.52395,,4681.0,0.667422,4.69,208.9014508,-6.1360833
7.3744897,2.85,2457222.93034,,4491.0,0.682,,208.9014508,-6.1360833
7.374694,2.78,2457222.93041,,4648.0,0.68,4.64,208.9014508,-6.1360833
7.374497,2.83685639,2457222.93002,,4681.0,0.667422,4.69,208.9014508,-6.1360833
2.85009,1.38,2457218.5553,0.0273,,0.8,,202.251206,-4.6100532
2.849883,1.3643987,2457218.56088,,5233.0,0.791736,4.71,202.251206,-4.6100532
2.85,,2457218.558,0.025,5017.84,0.807647,4.54479,202.251206,-4.6100532
1.059806,1.47,2457301.9847,0.02514,,0.92,,293.5607117,-23.1312775
1.05979,1.40006712,2457301.98415,,5507.0,0.878161,4.68,293.5607117,-23.1312775
22.779878,3.28568401,2457319.78302,,5507.0,0.878161,4.68,293.5607117,-23.1312775
22.7768,3.39,2457319.7875,0.1252,,0.92,,293.5607117,-23.1312775
3.405087,2.31,2457304.2522,0.0579,,0.923,,283.2643203,-22.4070553
3.405164,2.30165603,2457304.25153,,5491.0,0.910685,4.55,283.2643203,-22.4070553
9.6897,1.37,2457396.6577,0.0284,,0.776,,12.7736909,-1.1958844
9.6952,1.26549392,2457435.4189,0.023,5026.0,0.765,4.57,12.7736909,-1.1958844
9.695101,1.37068602,2457396.63878,,5000.0,0.762994,4.43,12.7736909,-1.1958844
7.05647,2.76,2457396.5064,0.0554,,1.09,,17.3825067,-0.5177539
7.055908,3.17214154,2457452.955,0.0538,5783.0,1.253,4.273,17.3825067,-0.5177539
7.055784,3.04584393,2457396.50862,,5755.0,1.177665,4.23,17.3825067,-0.5177539
26.672263,1.99552771,2457413.41914,,5890.0,1.077574,4.25,15.2175909,0.425966
26.682,2.209,2457413.4025,0.0291,,1.197,,15.2175909,0.425966
18.294549,2.79522879,2457396.57661,,5043.0,0.758046,4.46,11.2564264,0.5931866
12.4904,3.59,2457403.6429,0.0904,,0.929,,11.6996481,0.6406182
12.48749,2.60585269,2457403.64459,,5522.0,0.928158,4.41,11.6996481,0.6406182
4.19121,1.75,2457392.3184,0.0365,,0.889,,20.7789809,0.8890076
4.190948,1.67866113,2457396.51164,,5582.0,0.862368,4.62,20.7789809,0.8890076
4.19097,1.67462172,2457430.039,0.0309,5500.0,0.872,4.503,20.7789809,0.8890076
2.080615,0.86850263,2457394.2331,,4720.0,0.712365,4.46,14.6903464,1.382807
9.325038,1.84,2456989.422,,4222.06,0.646783,,340.3037846,-14.4893256
9.32414,1.59,2456989.4239,,4043.0,0.6,,340.3037846,-14.4893256
9.32389,1.25,2456989.4247,,4006.0,0.46,4.828,340.3037846,-14.4893256
9.3251498,1.89,2456980.096,0.0821,4024.0,0.6,,340.3037846,-14.4893256
9.32448,1.7,2456980.1007,0.0809,,0.576,,340.3037846,-14.4893256
15.50192,2.49,2456988.471,,4222.06,0.646783,,340.3037846,-14.4893256
15.50116,1.53,2456988.4715,,4006.0,0.46,4.828,340.3037846,-14.4893256
15.5012,1.92,2456988.4708,,4043.0,0.6,,340.3037846,-14.4893256
15.50195,2.17,2456988.4703,0.1294,,0.576,,340.3037846,-14.4893256
15.4941223,,2456988.483101,0.121,4047.0,0.654523,4.60556,340.3037846,-14.4893256
15.504102,2.29,2456988.466,0.12,4024.0,0.6,,340.3037846,-14.4893256
0.570233,0.81864346,2457393.95803,,5396.0,0.85179,4.55,17.6412694,1.5784137
0.57023,0.86,2457465.80382,,5500.0,0.89,4.6,17.6412694,1.5784137
0.669532,1.3,2457395.82322,,5360.0,0.79,4.7,21.1061587,1.7049101
0.669573,1.44,2457392.4742,0.0278,,0.839,,21.1061587,1.7049101
0.669561,1.33162691,2457432.6479,0.0222,5117.0,0.818,4.543,21.1061587,1.7049101
0.669558,1.37466396,2457393.81364,,5221.0,0.815727,4.6,21.1061587,1.7049101
9.795647,2.65,2457399.64109,0.12797,4349.0,0.678,4.72,18.4241015,3.0970732
9.79546,2.57,2457399.64096,0.1603,,0.648,,18.4241015,3.0970732
9.79551,2.52,2457399.64076,,4272.0,0.65,4.64,18.4241015,3.0970732
9.79565352601,2.82375991,2459456.729746,0.16337954,4147.0,0.706632,4.55,18.4241015,3.0970732
9.7954,2.39257704,2457399.64127,,4349.0,0.598075,4.72,18.4241015,3.0970732
9.795546,2.6,2457399.64076,,,0.67,,18.4241015,3.0970732
8.13087,1.51398464,2457399.00256,,5794.0,1.20424,4.25,13.1403998,3.5077702
8.596724,2.5,2457396.5967,,,1.29,,14.8759777,4.2277722
8.59656,2.51,2457396.6009,,5875.0,1.236,4.28,14.8759777,4.2277722
8.59627,2.6,2457396.6007,0.04,,1.251,,14.8759777,4.2277722
8.596531,2.21567504,2457396.59938,,5768.0,1.123168,4.27,14.8759777,4.2277722
8.596802,2.43,2457396.59585,,5854.0,1.27,4.25,14.8759777,4.2277722
8.26947,2.63,2457394.33,0.0543,,1.0807,,18.4700795,6.1238647
8.269648,2.12381238,2457394.33225,,5704.0,0.974398,4.41,18.4700795,6.1238647
2.174789,1.66,2457394.0417,,4495.0,0.699,4.6,11.4802354,6.3470302
2.174769,1.7,2457394.04281,,,0.71,,11.4802354,6.3470302
2.1748,1.75,2457394.0417,,4503.0,0.72,4.57,11.4802354,6.3470302
2.174782,1.63,2457394.04235,,4658.0,0.69,4.63,11.4802354,6.3470302
2.1747824,1.79105,2459494.881247,0.056,4542.0,0.71,4.58,11.4802354,6.3470302
2.174829,1.63,2457394.04121,0.062,,0.638,,11.4802354,6.3470302
2.174789,1.67844825,2457394.04171,,4591.0,0.665648,4.59,11.4802354,6.3470302
14.074524,3.57854073,2457395.00447,,5967.0,1.333718,4.17,11.2983678,6.4815879
14.0721,3.36,2457395.0102,0.0636,,1.278,,11.2983678,6.4815879
8.679885,2.56948149,2457396.45914,,5757.0,1.008231,4.45,12.809613,6.8464327
8.68055,2.79,2457396.4588,0.0598,,1.102,,12.809613,6.8464327
3.901287,1.34762583,2457396.7453,,5753.0,1.189232,4.23,12.8452963,8.8675474
3.9009,1.47,2457392.8408,0.01173,,1.321,,12.8452963,8.8675474
6.6674,1.66,2457398.4167,0.014,,1.321,,12.8452963,8.8675474
6.66767,1.43839723,2457398.41574,,5753.0,1.189232,4.23,12.8452963,8.8675474
11.137278,2.57634456,2457404.59425,,5753.0,1.189232,4.23,12.8452963,8.8675474
11.13878,2.84,2457393.4499,0.0419,,1.321,,12.8452963,8.8675474
0.381073,2.3,2456846.94318,,3879.0,0.58,4.7,169.4827046,2.6190363
0.3810654,5.4,2456810.35561,0.624,,0.64,,169.4827046,2.6190363
0.381087,4.31,2456867.13946,,3830.0,0.54,4.65,169.4827046,2.6190363
0.38107852,4.61,2456810.358,0.558,3892.0,0.57,,169.4827046,2.6190363
1.143201,3.0,2456809.21678,,3865.0,0.382,4.886,169.4827046,2.6190363
0.381078,4.75,2456867.139,,3879.18,0.581569,,169.4827046,2.6190363
0.381078,2.5,2456811.1208,,3830.0,0.57,4.65,169.4827046,2.6190363
13.68275,2.62,2457401.2699,0.0537,,1.056,,12.7700071,9.5167694
13.682511,2.21473364,2457401.27054,,5599.0,0.929546,4.43,12.7700071,9.5167694
13.683038,2.3,2457401.27157,,,0.99,,12.7700071,9.5167694
13.683256,2.39,2457401.27048,,5660.0,1.02,4.4,12.7700071,9.5167694
13.68186,2.37,2457401.2729,,5612.0,1.026,4.45,12.7700071,9.5167694
2.399094,1.67890272,2457395.35581,,5716.0,0.947599,4.57,16.6550286,10.1897385
2.398982,1.98,2457392.9598,0.0312,,1.0711,,16.6550286,10.1897385
15.38857,2.35,2457399.0595,,5942.0,1.115,,16.4625203,11.7537171
15.388825,2.22325951,2457399.05993,,5934.0,1.040375,4.29,16.4625203,11.7537171
15.387063,2.39,2457399.06512,,6058.0,1.09,4.37,16.4625203,11.7537171
15.3886606556,2.53826377,2459461.181123,0.04071051,6101.0,1.0623,4.44514,16.4625203,11.7537171
15.386796,2.1,2457399.06596,,,0.96,,16.4625203,11.7537171
15.3863,2.41,2457399.0652,,5961.0,1.093,4.33,16.4625203,11.7537171
0.50557,0.90973766,2457583.062,,5859.0,1.013236,4.54,185.306183,-10.2820915
0.50565,0.89,2457583.564,0.01,5835.0,0.99,4.48,185.306183,-10.2820915
